,categories,location,name,rating,review_count,snippet_text,yelp_id
197,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.721537, -73.984779)",Subject,4.5,100,"What a find! The bar live streams Phish so you can almost feel like you are on tour. The room got crowded by the second set, but everyone was really nice...",subject-new-york-4
198,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars'), Category(name='British', alias='british')]","(40.7544, -73.9895415)",Carragher's Pub & Restaurant,4.5,62,"I had a big group of 20+ to watch UFC one night and they were able to accommodate us even with just a day's notice.  The manager, Dana, was very friendly...",carraghers-pub-and-restaurant-new-york
199,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]","(40.730937, -73.98336)",The Redhead,4.0,663,"Great little spot in the east village with a cool atmosphere, great / friendly staff and excellent food. Went here with a big party and they accommodated us...",the-redhead-new-york
200,"[Category(name='Bars', alias='bars'), Category(name='Beer, Wine & Spirits', alias='beer_and_wine')]","(40.723652, -73.978836)",Alphabet City Beer Company,4.5,150,"If I was trying to dream up my ideal place to retreat from the world, this is probably what I'd come up with. It's a fantastic spot to grab a beer and some...",alphabet-city-beer-company-new-york
201,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.7741942096938, -73.9481957629323)",The Louise,4.0,40,"Great spot for brunch in Yorkville.

It was a Sunday morning quickly approaching afternoon earlier this month (4/3/16), so my friends and I were in full...",the-louise-new-york
202,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]","(40.8253616094589, -73.9510338753462)",Anchor Wine Bar,4.0,156,"Oh my god, you guys. This place is exactly the spot you pray exists in your neighborhood. The interior is classic with a slight nautical lilt, as one would...",anchor-wine-bar-new-york-3
203,"[Category(name='Dive Bars', alias='divebars')]","(40.750228, -73.998268)",Billymark's West,4.0,128,Billymarks is the best dive bar in the city! I live close and often come here with a hookup to screen them before I bring them home ( I'm not kidding!). If...,billymarks-west-new-york
204,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Burgers', alias='burgers')]","(40.7836032416781, -73.9474270737233)",Merrion Square,3.5,180,"I can't figure out how to delete a review so i will just change what i wrote. 

This is a good place to get craft beer. The menu is rather limited, kitchen...",merrion-square-new-york-3
205,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.8223517562496, -73.9404772205954)",PEQUE Vinos + Tapas Bar & Restaurant,4.5,73,"We came to this restaurant as a recommendation of a friend of mine who is a friend of the owner.  Ummm, can you say delicious?  Small, home-like place with...",peque-vinos-tapas-bar-and-restaurant-new-york
206,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Diners', alias='diners'), Category(name='Wine Bars', alias='wine_bars')]","(40.7348512, -73.9997387)",Slowly Shirley,4.0,35,"This place is very on pointe. Decor. Cocktails. Food. 

Normally, id order something Banana-ey because i love banana flavor (dunno why) but this place takes...",slowly-shirley-new-york
207,"[Category(name='Wine Bars', alias='wine_bars')]","(40.776375, -73.9817039)",Barcibo Enoteca,4.0,251,"I love this place. I've been several times and have always had a great experience. It's a little funky to find since its on an intersection, which is my...",barcibo-enoteca-new-york
208,"[Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Wine Bars', alias='wine_bars')]","(40.7454251, -74.0056084)",Cookshop,4.0,1456,"Ok - Ok... Forget my last dinner review for CookShop!  I know what I said but I'm taking it all back! What was I thinking? Smh

Turns out, not ONLY do I...",cookshop-new-york
209,"[Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]","(40.7201345264912, -74.0098889172077)",Smith and Mills,4.0,228,I ordered the poached chicken club sandwich for lunch as recommended by the waiter and really enjoyed it. It came on a crispy baguette with tender chicken...,smith-and-mills-new-york
210,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]","(40.7549247741699, -73.9692153930664)",Sofia Wine Bar & Cafe,4.0,494,"Great wine bar in midtown east! Really nice warm, cozy ambiance and a great selection of wines.
We came in here for a couple of drinks after dinner on a...",sofia-wine-bar-and-cafe-new-york
211,"[Category(name='Lounges', alias='lounges')]","(40.7388802, -73.9901505)",The Grain,4.0,51,"A gem under Barn Joo! Admission into The Grain is super cool if you can read instructions; otherwise, you see people pick up and put down the receiver...",the-grain-new-york
212,"[Category(name='Lounges', alias='lounges')]","(40.721061, -73.989862)",Copper & Oak,4.5,56,"I like spots like this because you get to try things that are rare and unique. 
For example:
I found a limited edition Dalmore selected for Daniel Boulud's...",copper-and-oak-new-york
213,"[Category(name='Bars', alias='bars'), Category(name='Comfort Food', alias='comfortfood'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7303379323275, -73.9946855663966)",White Oak Tavern,4.0,144,"Amazing food and great service! Wonderful ambience with a very warm and welcoming feel...more of a ""British pub"" vibe. We tried the Bacon cheeseburger,...",white-oak-tavern-new-york-2
214,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7459564208984, -73.9935836791992)",Sid Gold's Request Room,4.5,44,"Soooo much fun!!
Bar staff greet you as you enter like you are a close friend.
Sit at the bar and have a delicious cocktail or refreshing drink OR walk...",sid-golds-request-room-new-york
215,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]","(40.759633, -73.962618)",Uncorked Bar & Grill,4.0,210,"This is a neighborhood gem.  I live around the corner and can always rely on Uncorked to have excellent service, wine, and food. 

I have yet to have...",uncorked-bar-and-grill-new-york
216,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican')]","(40.72503, -73.9784584)",The Summit Bar,4.0,341,Absolutely love this place! Great oysters 12 for $15. My favorite drink is the Guv'nor after having everything else for happy hour. Happy hour is extended...,the-summit-bar-new-york
217,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Beer Bar', alias='beerbar')]","(40.7487508496393, -73.995229748466)",Haymaker Bar and Kitchen,4.0,93,"I came here with my sister for a drink. Did not try the food.

We sat at the bar and had a great time. The bar tender really seems to enjoy his work. He...",haymaker-bar-and-kitchen-new-york
218,"[Category(name='Pubs', alias='pubs'), Category(name='Wine Bars', alias='wine_bars')]","(40.7350997924805, -73.982536315918)",Gramercy Park Bar,4.0,39,"My new favorite neighborhood spot. The bartenders are so awesome, especially Sarah. We came in looking for a good, douchebag-free spot to watch the Copa...",gramercy-park-bar-manhattan
219,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges')]","(40.748234, -73.987457)",est. 1986 Wine Bar/Lounge,4.0,199,This is def a hidden gem in Ktown area. Everyone clearly goes to same place for drinks in Ktown such a woorijip etc. This place is a hotel that I've never...,est-1986-wine-bar-lounge-new-york
220,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues'), Category(name='Sports Bars', alias='sportsbars')]","(40.745529, -73.993728)",RARE View Rooftop Chelsea,4.0,117,"A fun rooftop bar that you can enjoy year round!

My group decided to continue our fun, outdoor drinking even after the sun set, so we were on our way...",rare-view-rooftop-chelsea-new-york
221,"[Category(name='Bars', alias='bars')]","(40.729976, -73.98104)",Drop Off Service,4.0,269,"In a city littered with bars and a sometimes pretentious crowd .. where does one go for a decent pint without any social pressures.

Try drop-off service -...",drop-off-service-new-york
222,"[Category(name='Beer Bar', alias='beerbar')]","(40.7211556, -73.9841888)",Paloma Rocket,5.0,25,"Walking in, we were introduced with how you get to pour your own beer, at a bar!

Buy a card for beer. I went with $10.
Grab a glass from above the 30 taps...",paloma-rocket-new-york
223,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Spanish', alias='spanish'), Category(name='Wine Bars', alias='wine_bars')]","(40.793571, -73.971058)",Buceo 95,4.0,339,"Great tapas restaurant on the UWS. I have yet to have a bad dish, or glass of wine at this restaurant. Great date location.",buceo-95-new-york
224,"[Category(name='Bars', alias='bars')]","(40.727309, -73.992387)",Swift,4.0,312,My new wife loves this place. My sister loves this place. My brother in law loves this place and I love this place....Friendly helpful bartenders and really...,swift-new-york
225,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.8225233274899, -73.949358447155)",The Grange Bar and Eatery,3.5,393,"Great for brunch & dinner alike!

I did their bottomless with a group of 4, and it was lovely. Friendly staff, great food selection, reasonably priced...",the-grange-bar-and-eatery-new-york
226,"[Category(name='Bars', alias='bars'), Category(name='German', alias='german'), Category(name='Pretzels', alias='pretzels')]","(40.750904083252, -73.9839324951172)",Reichenbach Hall,4.0,379,"Solid midtown beer hall.  I come here often for after work drinks.

It can be INSANE, loud and packed - or it can be amazingly quiet and spacious. Timing is...",reichenbach-hall-new-york
227,"[Category(name='French', alias='french'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.724727, -73.981147)",PMF Pardon My French,4.0,311,"Huge compliment to the chef!

We had a lowkey girls dinner here last night, and absolutely everything we ordered was finger licking good! 

The shrimp and...",pmf-pardon-my-french-new-york
228,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]","(40.7526130492966, -73.9848813489212)",Proper West,4.0,211,"Best meal dinner or lunch near Times Square. Reasonably priced, CLEAN, good service and comfortable ambience. 
The last four qualities are HARD to get...",proper-west-new-york
229,"[Category(name='Lounges', alias='lounges')]","(40.727064, -73.983786)",Please Don't Tell,4.0,1375,"Surprise date prepared by the hubby. From hearing about how he was finally able to score a reservation, I'm still baffled that he actually got it. They...",please-dont-tell-new-york-2
230,"[Category(name='Lounges', alias='lounges')]","(40.76438, -73.97968)",The Carnegie Club,4.0,163,"A true gentleman's club. And I mean that strictly in the complete opposite conceptualization of an actual gentleman's club.

The Carnegie Club is one of the...",the-carnegie-club-new-york-2
231,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]","(40.7588826206853, -73.9532321772766)",Riverwalk Bar & Grill,3.5,158,This great gem on Roosevelt Island is a short walk from the tram. The service is prompt and friendly and the food is great. We were walking around so we...,riverwalk-bar-and-grill-roosevelt-island
232,"[Category(name='Pubs', alias='pubs')]","(40.78102, -73.94909)",Biddy's Pub,4.0,75,"I showed up at 5 with some friends on a Sunday. It was empty except for two regulars and the bartender. Drinks were a good, we got happy hour prices, and we...",biddys-pub-new-york
233,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues')]","(40.747261, -73.986351)",Cloud Social Rooftop Bar,3.5,154,I have been here multiple times and had a great time each time. Last time I came here was a Wednesday after work. The wait for the elevator can be quite...,cloud-social-rooftop-bar-new-york
234,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.763156, -73.996253)",Landmark Tavern,4.0,185,This has been a bookmarked spot for awhile. I finally came. We were volunteering at a big walk at the Intrepid and had been standing in the sun for 7 hours...,landmark-tavern-new-york-2
235,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.7059604, -74.0041871)",Trading Post,4.0,211,Came her for mothers days brunch. We were 15 minutes late to our reservation but they sat us anyway in a corner nook by a window. Super intimate and cozy....,trading-post-new-york
236,"[Category(name='Bars', alias='bars')]","(40.72758, -73.99056)",Scratcher,4.0,116,"It's a good dark little bar.  Music is low, noise level is just right.  This is definitely a good bar to meet your friend for a drink & chat.",scratcher-new-york
237,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Bars', alias='bars')]","(40.73378, -74.00224)",The 55 Bar,4.0,129,"Wanna feel like you are in 1965 and watching Miles play some sick jazz? Come here. The ceiling tiles and everything else haven't changed since then, 'nor...",the-55-bar-new-york
238,"[Category(name='Japanese', alias='japanese'), Category(name='Coffee & Tea', alias='coffee'), Category(name='Bars', alias='bars')]","(40.7292175292969, -73.9860382080078)",Hi-Collar,4.5,212,"~ One of the best coffees in new York. 
~ Limited seating. 
~ Japanese bathroom. 
~ Cafe at daytime, sake bar at night. 
~ Their night menu is my favorite....",hi-collar-new-york-2
239,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.8022697271481, -73.9567852020264)",67 Orange Street,4.0,276,"What a great find!  My friends and I came here after dinner one Saturday night.  The staff was really welcoming and the cocktails were very inventive.

The...",67-orange-street-new-york
240,"[Category(name='Bars', alias='bars'), Category(name='Seafood', alias='seafood'), Category(name='American (New)', alias='newamerican')]","(40.7202418171989, -74.0160311904907)",Grand Banks,4.0,171,Wow...amazing is all I have to say about this place. What a wonderful idea to have drinks on a docked boat overlooking the beautiful FiDi skyline! The boat...,grand-banks-manhattan
241,"[Category(name='Pubs', alias='pubs'), Category(name='British', alias='british')]","(40.7506062, -73.9801755)",The Shakespeare,4.0,214,"Shakespeare is one of two pubs that carry Fullers London Pride on tap in NYC, don't leave without trying this pale beaut'. They have other British classics...",the-shakespeare-new-york
242,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7423425671777, -73.9832636341453)",Roof at Park South,3.5,97,Got in here with no wait on a Wednesday evening. The bouncers and the hostess seemed quite chill. The crowd is pretty laid back here but maybe because we...,roof-at-park-south-new-york
243,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.72395, -73.99391)",The Musket Room,4.5,233,Just ... yes. Epic? Brilliant? Perfect? How many superlatives can I use before it seems like I'm being paid to write this? I'm trying to think of having had...,the-musket-room-new-york
244,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.72719, -73.99999)",Lumos Bar,4.5,47,"One sip here and it brings me back to the family dinners in China when the adults are getting red-faced wasted off this high proof Chinese spirit. 

Bai Jiu...",lumos-bar-new-york
245,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.72296, -73.98936)",Aeté Rooftop,5.0,6,"I'm hesitant to leave a good review because I don't want people discovering my new favorite rooftop bar in New York. The bartenders are SUPER nice as well,...",aeté-rooftop-new-york
246,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.722401, -73.992149)",Bonnie Vee,4.0,78,"I won't lie, every time I go here I want to hate it, but I end up having a great time. As a local, going out on the weekend is generally annoying but the...",bonnie-vee-new-york
247,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7271041, -73.9797561)",Dream Baby,4.0,72,"We had our wedding party celebration here on 6/24. To say they were great is the understatement of the century. 

The room was beautiful. The drinks were...",dream-baby-new-york-2
248,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Modern European', alias='modern_european')]","(40.767137, -73.9866739)",Kilo,4.0,296,"I don't often post reviews but this place is over the top. I'm writing this review as I just finished eating the mushroom taco. OMG: What a delight! 
The...",kilo-new-york
249,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Chicken Wings', alias='chicken_wings'), Category(name='Sandwiches', alias='sandwiches')]","(40.760715, -73.995086)",Lansdowne Road,4.0,332,"Came here to watch a game on TV. When we looked around, we saw a tv for EVERY SINGLE GAME GOING ON. Seriously, every baseball team was playing.

We plopped...",lansdowne-road-new-york-2
250,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7290115356445, -73.9780197143555)",Pouring Ribbons,4.0,286,"Pouring ribbons is one of those places that you wont find unless you are looking for it. I almost missed the door!

Pouring ribbons is a proper bar. With...",pouring-ribbons-new-york
251,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.742702, -74.000778)",Cooper's Craft & Kitchen,4.0,180,Great value for lunch $13 ( sandwich combo Fries or Beer or salad ) but there was only one waiter for all ppl and looked so hectic for lunch time even...,coopers-craft-and-kitchen-new-york-2
252,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Restaurants', alias='restaurants')]","(40.7508871, -74.0041249)",Gallow Green,3.5,426,Had a lovely evening here with a friend on a Tuesday. Be prepared to spend a lot on drinks (and food) but I do think the stellar view is baked into those...,gallow-green-new-york
253,"[Category(name='Bars', alias='bars')]","(40.722663, -73.986328)",Drexler's,4.5,35,"Drexler's is a great place to go for happy hour with friends when you don't want to spend your entire paycheck, but don't want to drink absolute bottom...",drexlers-new-york
254,"[Category(name='Bars', alias='bars')]","(40.724617, -73.993156)",Tom & Jerry's,4.0,215,"Our friends from the Bowery treated us to the little spot AKA the 288.  Cozy confines, great drinks, and a solid juke box.

What else could you ask for in a...",tom-and-jerrys-new-york
255,"[Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]","(40.731319, -74.000663)",Vol de Nuit,4.0,449,"I love the hole-in-the-wall feel of this Belgian beer bar in NYC. Blink and you'll miss it! 

Vol de Nuit has a wide (but somewhat expensive) selection of...",vol-de-nuit-new-york
256,"[Category(name='Karaoke', alias='karaoke'), Category(name='Lounges', alias='lounges')]","(40.7197504957621, -73.999181630097)",Baby Grand,4.0,153,"Love! It's not too crowded during a week day. Each song is $2 and the bartender will try to switch ppl to go up and sing. It's super small and the ""stage""...",baby-grand-new-york
257,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='African', alias='african'), Category(name='Tapas Bars', alias='tapas')]","(40.7819, -73.95197)",Kaia Wine Bar,4.0,256,"Rating: Outperform
Price Target: $40

The only reason for disappointment in Kaia (RAND) was our initial thought that everything was priced in the South...",kaia-wine-bar-new-york
258,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Gastropubs', alias='gastropubs')]","(40.72692, -73.98342)",Ten Degrees Bar,4.0,711,"Review is solely based on their Happy Hour.

Stumbled into here with some friends to get some drinks. Place is very dark with overall vibes being loud but...",ten-degrees-bar-new-york
259,"[Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]","(40.7290935, -73.9785323)",The Roost,4.5,80,"Tucked away in the East Village, this cafe-bar has everything you could ever want and more. I feel like I shouldn't share this review, just so I can keep it...",the-roost-new-york
260,"[Category(name='Bars', alias='bars')]","(40.771961874462, -73.9582443237305)",Bar Pleiades,4.5,59,"This bar is straight up sexy af

It is dark in the right way. 

I am a martini or near scotch guy so it is hard for me to comment on their cocktail list,...",bar-pleiades-new-york
261,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues')]","(40.737398, -74.00796)",Entwine,4.0,146,"This place is absolutely adorable, cozy and one of the greatest long-term NYC establishments. 

Set up shop with your small group on their back patio. Enjoy...",entwine-new-york
262,"[Category(name='American (New)', alias='newamerican'), Category(name='Butcher', alias='butcher'), Category(name='Beer Bar', alias='beerbar')]","(40.74378, -73.982649)",The Cannibal,4.0,360,Cannibal is a solid choice for meat and cheese. We walked in early on a Friday night and was able to snag two seats in front of the prep counter. A bit...,the-cannibal-new-york
263,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Bars', alias='bars')]","(40.864894, -73.927665)",Tryon Public House,4.0,179,"Tryon Public House is a bar/ restaurant close to Cloisters museum. Take the A train to Dyckman Street and its across the street. 

We had gone to the...",tryon-public-house-new-york
264,"[Category(name='Bars', alias='bars'), Category(name='Tex-Mex', alias='tex-mex'), Category(name='Cajun/Creole', alias='cajun')]","(40.7622760428535, -73.9599502086639)",Honky Tonk Tavern,3.5,125,This is a great local bar. Food is good and booze is cheap!! Their frozen margaritas are also amazing and only 5$!!!,honky-tonk-tavern-new-york
265,"[Category(name='Belgian', alias='belgian'), Category(name='Bars', alias='bars')]","(40.78875, -73.9746399)",B. Cafe West,4.0,246,"Enjoyed a delicious brunch here over Memorial Day weekend. I have had B Cafe on my list of places to try, and finally did! 

They have outdoor seating, and...",b-cafe-west-new-york
266,"[Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs'), Category(name='American (New)', alias='newamerican')]","(40.727409362793, -73.9881591796875)",Lionsbeerstore,4.5,50,"Love this place. The selection of beers is crazy huge. My husband wants this set-up in our basement.

The fries are delicious.... my type of fry... hand cut...",lionsbeerstore-new-york-2
267,"[Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs')]","(40.72957, -73.98719)",The Copper Still,4.0,86,A wasp stings you... OUCH! You're startled... you are discombobulated... you are downright DISMAYED! Do you cry? Perhaps you scream... MAYHAPS you call your...,the-copper-still-new-york
268,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Lounges', alias='lounges')]","(40.732688, -73.997467)",Analogue,4.0,155,Came here with a friend on a Friday night. Really great ambiance and classy place. I was hoping to get some live jazz or blues and although it didn't...,analogue-new-york
269,"[Category(name='Bars', alias='bars')]","(40.7390480041504, -74.001594543457)",Wood and Ales,4.0,105,"Stopped in for a couple of drinks before our dinner reservation next door.  Great prices (for NYC), good service, fun atmosphere!  Would definitely return.",wood-and-ales-new-york-2
270,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]","(40.737661, -73.991113)",Lillie's Victorian Bar & Restaurant,4.0,829,We picked this place based on its description (we were taking a friend to New York one last time before she moved back to Texas and she's a huge fan of...,lillies-victorian-bar-and-restaurant-new-york
271,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]","(40.7379684, -73.9841309)",Gramercy Ale House,4.5,29,"Ordered a bunch of appetizers, nicest around! Everything was so good! Great service, great drinks! Martin and Trevor are the best bartenders! I wish I could...",gramercy-ale-house-new-york
272,"[Category(name='Cuban', alias='cuban'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.752155, -73.984223)",Calle Dao,4.0,400,"Bottomless brunch here is awesome! 

Atmosphere is simply Devine! Highly recommend the angus burger.

The only place I've found in midtown that have more...",calle-dao-new-york
273,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]","(40.7423425465822, -73.9835368841887)",Turnmill,4.0,108,"Great sports bar!
Awesome beer selection and very good happy hour specials (discounts on wine, house mixed drinks, and domestic beer).
We came on a Thursday...",turnmill-new-york
274,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Wine Bars', alias='wine_bars')]","(40.7728412, -73.9558687)",Pil Pil,4.0,306,"Uhm, this brunch got me drunk and delivered a headache to kill for the next morning. Thanks sunday friends.

Only thing better would have been to be outside.",pil-pil-new-york
275,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Mediterranean', alias='mediterranean')]","(40.7462, -73.9774599)",Ted's Corner Tavern,4.5,72,"Teds is a beautiful little bar in Murray Hills. 

I bin here before for dollar oysters, and after work drink. When I had happy hour dollar oysters for first...",teds-corner-tavern-new-york
276,"[Category(name='Dive Bars', alias='divebars')]","(40.715394, -73.990103)",Clockwork Bar,4.0,31,"To put it short: Clockwork kicks ass. No nonsense (and awesome) bartenders, cheap beers, good music, free popcorn. If you're looking for some trendy LES bar...",clockwork-bar-new-york
277,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.72572, -74.00798)",Union Bar & Kitchen,4.5,112,"Highly recommend: creative menu, friendly, attentive service staff, delicious offerings.

On a Thursday evening, just last night, I had the pleasure of...",union-bar-and-kitchen-new-york
278,"[Category(name='Lounges', alias='lounges'), Category(name='French', alias='french')]","(40.761421, -73.977761)",The Modern - Bar Room,4.0,403,EPIC.  Phenomenal staff. Josh (sommelier) was superb.  Excellent combination of wonderful personality and exceptional knowledge.  Steve (our waiter) was on...,the-modern-bar-room-new-york
279,"[Category(name='Bars', alias='bars')]","(40.7203941345215, -73.9879302978516)",Local 138,4.0,212,"Great Happy Hour Specials.

$3 drafts? I mean sure they are select drafts but right in the fun zone of L.E.S. is hard to beat. Yes, this is a dive bar but...",local-138-new-york
280,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7856357379371, -73.9843865064108)",Boat Basin Café,3.5,533,"This is a nice spot to just unwind and have some drinks.

It's outdoor space where you can get a nice view of the sunset. The drinks are not too expensive...",boat-basin-café-new-york-2
281,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Lounges', alias='lounges')]","(40.720079, -73.987785)",Verlaine,4.0,1157,"$6 happy hour from 6-10!!! What an amazing deal! Their drinks were quite strong, but really tasty. The hostess was also very kind and helpful. I would...",verlaine-new-york-2
282,"[Category(name='Hotels', alias='hotels'), Category(name='Bars', alias='bars')]","(40.7455725822204, -73.9882193498224)",Ace Hotel New York,4.0,582,"Despite having family and friends in New York to stay at, my bf and I opted to stay the weekend at this hotel to experience what all the hype was about....",ace-hotel-new-york-new-york-2
283,"[Category(name='Pubs', alias='pubs')]","(40.77526, -73.947967)",Bailey's Corner Pub,4.0,57,"Bailey's has always been my favorite neighborhood bar, in a neighborhood *packed* with great bars. The staff is stellar, they'll make you feel welcome the...",baileys-corner-pub-new-york
284,"[Category(name='Ethiopian', alias='ethiopian'), Category(name='Bars', alias='bars')]","(40.7370922, -74.0051453)",Injera,4.5,274,"Injera is a revelation - best Ethiopian in the city.  This tiny, typical-for-Greenwich Village restaurant packs not just good atmosphere and good food, but...",injera-new-york
285,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Wine Bars', alias='wine_bars')]","(40.720073, -74.007227)",Brandy Library,4.0,445,"Pure sophistication. When you want to spend time with someone in conversation over a glass of something, without the noise level - this is where you go. The...",brandy-library-new-york
286,"[Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]","(40.703723, -74.012374)",White Horse Tavern - Financial District,4.0,188,"I've only been here twice, each time following a flight from out-of-state, but it was a nice pit-stop both times. Although I was a traveler who meandered...",white-horse-tavern-financial-district-new-york
287,"[Category(name='Bars', alias='bars'), Category(name='Belgian', alias='belgian')]","(40.770812, -73.957664)",B Cafe East,4.0,325,Overall: Hidden gem in the Upper East Side that has yet to disappoint me. I have only gone for brunch and have had the egg sandwich both times. Although...,b-cafe-east-new-york
288,"[Category(name='Thai', alias='thai'), Category(name='Bars', alias='bars')]","(40.758697, -73.992064)",At nine Restaurant & Bar,4.0,249,"I've ordered delivery from here several more times. Every time I don't get the Kow Soi (Northern Thai Curry Noodle Soup), my gf does and I end up being...",at-nine-restaurant-and-bar-new-york
289,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Music Venues', alias='musicvenues')]","(40.71951, -74.00413)",Belle Reve,4.0,61,French onion soup and broiled mac n' cheese is hidden on their lunch menu!!! This place gets bust towards 12:30 but if you can get here at noon its very...,belle-reve-new-york
290,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]","(40.734186, -73.993696)",Gotham Bar and Grill,4.5,1210,"There is little I can add to the many other compliments Gotham has gotten from Yelp reviewers.

Let me just say that I have eaten at Gotham a good number of...",gotham-bar-and-grill-new-york
291,"[Category(name='Dive Bars', alias='divebars'), Category(name='Lounges', alias='lounges')]","(40.7270798946679, -73.9854097366333)",International Bar,4.0,207,"Not a tourist trap*
Make some New Yorker friends and
get super wasted

*this place is authentic as fuck. Went on a saturday afternoon and got wasted with...",international-bar-new-york
292,"[Category(name='Pubs', alias='pubs')]","(40.7280197143555, -73.9812774658203)",11th Street Bar,4.0,121,"Not fancy, not pretentious....just a perfect neighborhood bar.  Attended a small private party here at the back of the bar.  The space was perfect for a...",11th-street-bar-new-york
